subject,stimulus,1,2,3,4,5,6,7,8,9,10
1,0,-0.0006358544855382333,0.00042140387805609776,0.0008106158249565079,0.00034161821357494557,-0.00040842432526014413,0.0006571210689985441,-0.0005440366198285298,0.0010084094475163127,-0.00108805864877522,0.0005924564330150313
1,0,0.007810103691573398,0.0107656888465925,-0.014839567295034618,0.007389750362564313,0.00108634140339892,-0.009286913250030398,0.013933456422659826,0.0017539615625859026,0.01814342723207399,0.0042155108200380926
1,0,0.009234658814437509,0.010135186735798673,-0.02130122360103302,0.008236166480870517,0.0036481696647006363,-0.009729019574126873,0.015560983748539247,0.001632297364973098,0.025836234346636025,0.00855755500337331
1,0,0.00520018005265076,0.004152831253040814,-0.01777214694447859,0.004764286651234261,0.004604603800128985,-0.0035889201692294714,0.0005647375429084726,-0.0045476724387451956,0.022694787904129814,0.010579757209533287
1,0,-0.001084616628647509,-0.002295289498215668,-0.007141037956424022,-0.0002863103823263224,0.00311865833629252,0.004369855123640671,0.00972385437839041,-0.004090046506036126,0.011373370347101341,0.009540544898250281
1,0,-0.00621660657114957,-0.0061229835211055895,0.005612379103622462,-0.004367160011328518,-6.593287506262074e-05,0.009518138054492664,0.006982649058283291,-0.0060129692027482765,-0.0035592967787776014,0.003833193341573593
1,0,-0.007922574359250133,-0.006360368003570413,0.015379527800259103,-0.005922956240206734,-0.0033471854085849856,0.009208660257288715,-0.008616864337742643,-0.0026203083723449917,-0.016527747170398642,-0.004933005726741586
1,0,-0.00575629054312324,-0.0037787152402862277,0.018622152948227173,-0.004709943682611045,-0.005173690146753963,0.0037442328797347916,-0.0201120110998284,0.0011847218939807223,-0.022681960673020966,-0.01312535993402758
1,0,-0.000989310432480657,-8.148146983583765e-05,0.01440391318258441,-0.0016302612075536212,-0.002293149720439898,-0.003969555028691062,-0.016607823759651308,0.010033528792663579,-0.01976450624373051,-0.01088444624756145
1,0,0.004131088281332101,0.0029874640341314086,0.004558735114621332,0.0017787121575537955,-0.002555703260042689,-0.009949282906791418,0.0058457377323825,0.011844084469946316,-0.00912850525353366,-0.007679926083077584
1,0,0.007384163414073572,0.004309156732765487,-0.007026927348660885,0.004019737323172812,0.0003754449823074761,-0.011127652906014798,0.010143648711394178,0.006467498657213762,0.004753657016872545,-0.002593315594025219
1,0,0.007451124786428984,0.00366445278318096,-0.015831950848414284,0.004262171948408302,0.002736448206884744,-0.006857102173580483,0.0065752403712920115,-0.0034420908376684334,0.01617798926921368,0.005265785212857584
1,0,0.004378909299016869,0.001627762310447891,-0.018386326824344528,0.0026673429599878328,0.003794173790896548,0.0008075693748299368,0.0017525050219838547,-0.010187365657420332,0.020639126136009458,0.008259011871183814
1,0,-0.0004997627790412416,-0.000788447515533843,-0.013628354186437548,0.00022882524421568724,0.0035098961537770833,0.008170682805814332,0.0004140638698778095,-0.01341832741839507,0.016680470561836414,0.008228167626198834
